Column Name,NA,File,Corrected?,Additional Notes
# Cases Age [80+],FALSE,../../../covid19-data/WA/data/data_state.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/WA/data/data_state.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/WA/data/data_state.csv,,
% Total Cases: Unknown Sex,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Total Cases: Unknown County,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Total Deaths: Unknown County,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Total Deaths: Unknown DOD,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Scrape Time,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Total Cases,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Total Deaths,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Report Time,FALSE,../../../covid19-data/WA/data/data_state.csv,,
Total Cases: By Onset Date,TRUE,../../../covid19-data/WA/data/data_ts.csv,No ,Unavailable raw data
Total Cases: By Report Date,TRUE,../../../covid19-data/WA/data/data_ts.csv,No ,Unavailable raw data
Total Deaths: By Onset Date,TRUE,../../../covid19-data/WA/data/data_ts.csv,No ,Unavailable raw data
Total Deaths: By DOD,TRUE,../../../covid19-data/WA/data/data_ts.csv,No ,Unavailable raw data
Total Tested: Positive by Collect Date,TRUE,../../../covid19-data/WA/data/data_ts.csv,No ,Unavailable raw data
Total Tested: Negative by Collect Date,TRUE,../../../covid19-data/WA/data/data_ts.csv,No ,Unavailable raw data
Report Date,FALSE,../../../covid19-data/WA/data/data_ts.csv,,
Updated Date,FALSE,../../../covid19-data/WA/data/data_ts.csv,,
Scrape Time,FALSE,../../../covid19-data/WA/data/data_ts.csv,,
Total Tested: Commercial Lab,TRUE,../../../covid19-data/WY/data/data.csv,Yes,
County Count,FALSE,../../../covid19-data/WY/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Exposed: Community Acquired,FALSE,../../../covid19-data/WY/data/data.csv,,
% Exposure: Contact with a known COVID Case,FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Exposed: Domestic Travel,FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Exposed: InternationalTravel,FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Exposed: Other,FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Exposed: Pending,FALSE,../../../covid19-data/WY/data/data.csv,,
% Cases Exposed: Unknown,FALSE,../../../covid19-data/WY/data/data.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/WY/data/data.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/WY/data/data.csv,,
% Not Hospitalized,FALSE,../../../covid19-data/WY/data/data.csv,,
% Unknown Hospitalized,FALSE,../../../covid19-data/WY/data/data.csv,,
% Hospitalized,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: AbdominalPain,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Chills,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Cough,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Diarrhea,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Fatigue,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Fever,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Headache,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: LossOfSmell/Taste,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: MuscleAches,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: NauseaOrVomiting,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: None,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: RunnyNose,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: ShortnessOfBreath,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: SoreThroat,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: No,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Unknown,FALSE,../../../covid19-data/WY/data/data.csv,,
% Symptom: Yes,FALSE,../../../covid19-data/WY/data/data.csv,,
Total Recovered,TRUE,../../../covid19-data/WY/data/data.csv,Yes,
Scrape Time,FALSE,../../../covid19-data/WY/data/data.csv,,
Total Tested: % Positive,FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [0-18],FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [19-29],FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [30-39],FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [40-49],FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [50-59],FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [60-69],FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [70-79],FALSE,../../../covid19-data/WY/data/data.csv,,
% Tested Age [80+],FALSE,../../../covid19-data/WY/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/WY/data/data.csv,,
Total Cases: Probable,FALSE,../../../covid19-data/WY/data/data.csv,,
Total Tested: WPHL Lab,TRUE,../../../covid19-data/WY/data/data.csv,Yes,
Commercial Lab Tested: Positive,TRUE,../../../covid19-data/WY/data/dataV1.csv,Yes,
Total Tested: Commercial Lab,TRUE,../../../covid19-data/WY/data/dataV1.csv,Yes,
County Count,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
Total Deaths,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Exposure: Contact with a known COVID Case,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Exposed: Domestic Travel,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Exposed: InternationalTravel,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Cases Exposed: Unknown,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Not Hospitalized,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Unknown Hospitalized,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Hospitalized,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: AbdominalPain,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: Chills,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: Cough,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: Diarrhea,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: Fever,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: Headache,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: MuscleAches,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: NauseaOrVomiting,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: RunnyNose,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: ShortnessOfBreath,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: SoreThroat,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: No,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: Unknown,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
% Symptom: Yes,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
Total Recovered,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
Scrape Time,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
Total Cases,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
WPHL Tested: Positive,TRUE,../../../covid19-data/WY/data/dataV1.csv,Yes,
Total Tested: WPHL Lab,FALSE,../../../covid19-data/WY/data/dataV1.csv,,
Commercial Lab Tested: Positive,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
Total Tested: Commercial Lab,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
County Count,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
Total Deaths,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Exposed: Community Acquired,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Exposure: Contact with a known COVID Case,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Exposed: Domestic Travel,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Exposed: InternationalTravel,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Exposed: Pending,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Cases Exposed: Unknown,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Not Hospitalized,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Unknown Hospitalized,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Hospitalized,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: AbdominalPain,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: Chills,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: Cough,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: Diarrhea,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: Fever,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: Headache,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: MuscleAches,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: NauseaOrVomiting,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: RunnyNose,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: ShortnessOfBreath,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: SoreThroat,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: No,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: Unknown,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
% Symptom: Yes,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
Total Recovered,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
Scrape Time,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
Total Cases,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
WPHL Tested: Positive,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
Total Tested: WPHL Lab,FALSE,../../../covid19-data/WY/data/dataV2.csv,,
Commercial Lab Tested: Positive,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
Total Tested: Commercial Lab,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
County Count,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
Total Deaths,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Exposed: Community Acquired,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Exposure: Contact with a known COVID Case,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Exposed: Domestic Travel,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Exposed: InternationalTravel,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Exposed: Other,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Exposed: Pending,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Cases Exposed: Unknown,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Not Hospitalized,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Unknown Hospitalized,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Hospitalized,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: AbdominalPain,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: Chills,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: Cough,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: Diarrhea,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: Fever,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: Headache,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: MuscleAches,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: NauseaOrVomiting,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: RunnyNose,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: ShortnessOfBreath,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: SoreThroat,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: No,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: Unknown,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
% Symptom: Yes,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
Total Recovered,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
Scrape Time,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
Total Cases,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
WPHL Tested: Positive,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
Total Tested: WPHL Lab,FALSE,../../../covid19-data/WY/data/dataV3.csv,,
Commercial Lab Tested: Positive,TRUE,../../../covid19-data/WY/data/dataV4.csv,Yes,
Total Tested: Commercial Lab,TRUE,../../../covid19-data/WY/data/dataV4.csv,Yes,
County Count,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
Total Deaths,TRUE,../../../covid19-data/WY/data/dataV4.csv,Yes,
% Cases Age [0-17],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Exposed: Community Acquired,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Exposure: Contact with a known COVID Case,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Exposed: Domestic Travel,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Exposed: InternationalTravel,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Exposed: Other,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Exposed: Pending,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Cases Exposed: Unknown,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Total Cases: Female,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Total Cases: Male,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Not Hospitalized,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Unknown Hospitalized,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Hospitalized,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: AbdominalPain,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: Chills,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: Cough,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: Diarrhea,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: Fever,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: Headache,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: MuscleAches,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: NauseaOrVomiting,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: None,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: RunnyNose,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: ShortnessOfBreath,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: SoreThroat,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: No,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: Unknown,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
% Symptom: Yes,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
Total Recovered,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
Scrape Time,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
Total Cases,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
Total Cases: Probable,FALSE,../../../covid19-data/WY/data/dataV4.csv,,
WPHL Tested: Positive,TRUE,../../../covid19-data/WY/data/dataV4.csv,Yes,
Total Tested: WPHL Lab,TRUE,../../../covid19-data/WY/data/dataV4.csv,Yes,
Total Tested: Commercial Lab,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
County Count,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
Total Deaths,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [0-17],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [18-29],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [30-39],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [40-49],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [50-59],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [60-69],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [70-79],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Age [80+],FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Exposed: Community Acquired,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Exposure: Contact with a known COVID Case,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Exposed: Domestic Travel,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Exposed: InternationalTravel,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
% Cases Exposed: Other,FALSE,../../../covid19-data/WY/data/dataV5.csv,,
