,0,File
Report Date,False,../../../covid19-data/VA/data/data_dist.csv
Health District Name,False,../../../covid19-data/VA/data/data_dist.csv
Total Cases,False,../../../covid19-data/VA/data/data_dist.csv
Total Hospitalized,False,../../../covid19-data/VA/data/data_dist.csv
Total Deaths,False,../../../covid19-data/VA/data/data_dist.csv
Scrape Time,False,../../../covid19-data/VA/data/data_dist.csv
Report Date,False,../../../covid19-data/VA/data/data_ethnicity.csv
Health District Name,False,../../../covid19-data/VA/data/data_ethnicity.csv
Ethnicity Category,False,../../../covid19-data/VA/data/data_ethnicity.csv
Total Cases,False,../../../covid19-data/VA/data/data_ethnicity.csv
Total Hospitalized,False,../../../covid19-data/VA/data/data_ethnicity.csv
Total Deaths,False,../../../covid19-data/VA/data/data_ethnicity.csv
Scrape Time,False,../../../covid19-data/VA/data/data_ethnicity.csv
Report Date,False,../../../covid19-data/VA/data/data_locality.csv
FIPS,False,../../../covid19-data/VA/data/data_locality.csv
County Name,False,../../../covid19-data/VA/data/data_locality.csv
Health District Name,False,../../../covid19-data/VA/data/data_locality.csv
Total Cases,False,../../../covid19-data/VA/data/data_locality.csv
Total Hospitalized,False,../../../covid19-data/VA/data/data_locality.csv
Total Deaths,False,../../../covid19-data/VA/data/data_locality.csv
Scrape Time,False,../../../covid19-data/VA/data/data_locality.csv
Report Date,False,../../../covid19-data/VA/data/data_race.csv
Race Category,False,../../../covid19-data/VA/data/data_race.csv
Total Cases,False,../../../covid19-data/VA/data/data_race.csv
Total Hospitalized,False,../../../covid19-data/VA/data/data_race.csv
Total Deaths,False,../../../covid19-data/VA/data/data_race.csv
Health District Name,False,../../../covid19-data/VA/data/data_race.csv
Scrape Time,False,../../../covid19-data/VA/data/data_race.csv
Report Date,False,../../../covid19-data/VA/data/data_sex.csv
Sex Category,False,../../../covid19-data/VA/data/data_sex.csv
Total Cases,False,../../../covid19-data/VA/data/data_sex.csv
Total Hospitalized,False,../../../covid19-data/VA/data/data_sex.csv
Total Deaths,False,../../../covid19-data/VA/data/data_sex.csv
Health District Name,False,../../../covid19-data/VA/data/data_sex.csv
Scrape Time,False,../../../covid19-data/VA/data/data_sex.csv
# Cases Age [0-19],False,../../../covid19-data/WA/data/data_state.csv
# Cases Age [20-39],False,../../../covid19-data/WA/data/data_state.csv
# Cases Age [40-59],False,../../../covid19-data/WA/data/data_state.csv
# Cases Age [60-79],False,../../../covid19-data/WA/data/data_state.csv
# Cases Age [80+],False,../../../covid19-data/WA/data/data_state.csv
% Total Cases: Female,False,../../../covid19-data/WA/data/data_state.csv
% Total Cases: Male,False,../../../covid19-data/WA/data/data_state.csv
% Total Cases: Unknown Sex,False,../../../covid19-data/WA/data/data_state.csv
Total Cases: Unknown County,False,../../../covid19-data/WA/data/data_state.csv
Total Deaths: Unknown County,False,../../../covid19-data/WA/data/data_state.csv
Total Deaths: Unknown DOD,False,../../../covid19-data/WA/data/data_state.csv
Scrape Time,False,../../../covid19-data/WA/data/data_state.csv
Total Cases,False,../../../covid19-data/WA/data/data_state.csv
Total Deaths,False,../../../covid19-data/WA/data/data_state.csv
Report Time,False,../../../covid19-data/WA/data/data_state.csv
Total Cases: By Onset Date,True,../../../covid19-data/WA/data/data_ts.csv
Total Cases: By Report Date,True,../../../covid19-data/WA/data/data_ts.csv
Total Deaths: By Onset Date,True,../../../covid19-data/WA/data/data_ts.csv
Total Deaths: By DOD,True,../../../covid19-data/WA/data/data_ts.csv
Total Tested: Positive by Collect Date,True,../../../covid19-data/WA/data/data_ts.csv
Total Tested: Negative by Collect Date,True,../../../covid19-data/WA/data/data_ts.csv
Report Date,False,../../../covid19-data/WA/data/data_ts.csv
Updated Date,False,../../../covid19-data/WA/data/data_ts.csv
Scrape Time,False,../../../covid19-data/WA/data/data_ts.csv
Total Tested: Commercial Lab,True,../../../covid19-data/WY/data/data.csv
County Count,False,../../../covid19-data/WY/data/data.csv
Total Deaths,False,../../../covid19-data/WY/data/data.csv
% Cases Age [0-17],False,../../../covid19-data/WY/data/data.csv
% Cases Age [18-29],False,../../../covid19-data/WY/data/data.csv
% Cases Age [30-39],False,../../../covid19-data/WY/data/data.csv
% Cases Age [40-49],False,../../../covid19-data/WY/data/data.csv
% Cases Age [50-59],False,../../../covid19-data/WY/data/data.csv
% Cases Age [60-69],False,../../../covid19-data/WY/data/data.csv
% Cases Age [70-79],False,../../../covid19-data/WY/data/data.csv
% Cases Age [80+],False,../../../covid19-data/WY/data/data.csv
% Cases Exposed: Community Acquired,False,../../../covid19-data/WY/data/data.csv
% Exposure: Contact with a known COVID Case,False,../../../covid19-data/WY/data/data.csv
% Cases Exposed: Domestic Travel,False,../../../covid19-data/WY/data/data.csv
% Cases Exposed: InternationalTravel,False,../../../covid19-data/WY/data/data.csv
% Cases Exposed: Other,False,../../../covid19-data/WY/data/data.csv
% Cases Exposed: Pending,False,../../../covid19-data/WY/data/data.csv
% Cases Exposed: Unknown,False,../../../covid19-data/WY/data/data.csv
% Total Cases: Female,False,../../../covid19-data/WY/data/data.csv
% Total Cases: Male,False,../../../covid19-data/WY/data/data.csv
% Not Hospitalized,False,../../../covid19-data/WY/data/data.csv
% Unknown Hospitalized,False,../../../covid19-data/WY/data/data.csv
% Hospitalized,False,../../../covid19-data/WY/data/data.csv
% Symptom: AbdominalPain,False,../../../covid19-data/WY/data/data.csv
% Symptom: Chills,False,../../../covid19-data/WY/data/data.csv
% Symptom: Cough,False,../../../covid19-data/WY/data/data.csv
% Symptom: Diarrhea,False,../../../covid19-data/WY/data/data.csv
% Symptom: Fatigue,False,../../../covid19-data/WY/data/data.csv
% Symptom: Fever,False,../../../covid19-data/WY/data/data.csv
% Symptom: Headache,False,../../../covid19-data/WY/data/data.csv
% Symptom: LossOfSmell/Taste,False,../../../covid19-data/WY/data/data.csv
% Symptom: MuscleAches,False,../../../covid19-data/WY/data/data.csv
% Symptom: NauseaOrVomiting,False,../../../covid19-data/WY/data/data.csv
% Symptom: None,False,../../../covid19-data/WY/data/data.csv
% Symptom: RunnyNose,False,../../../covid19-data/WY/data/data.csv
% Symptom: ShortnessOfBreath,False,../../../covid19-data/WY/data/data.csv
% Symptom: SoreThroat,False,../../../covid19-data/WY/data/data.csv
% Symptom: No,False,../../../covid19-data/WY/data/data.csv
% Symptom: Unknown,False,../../../covid19-data/WY/data/data.csv
% Symptom: Yes,False,../../../covid19-data/WY/data/data.csv
Total Recovered,False,../../../covid19-data/WY/data/data.csv
Scrape Time,False,../../../covid19-data/WY/data/data.csv
Total Tested: % Positive,False,../../../covid19-data/WY/data/data.csv
% Tested Age [0-18],False,../../../covid19-data/WY/data/data.csv
% Tested Age [19-29],False,../../../covid19-data/WY/data/data.csv
% Tested Age [30-39],False,../../../covid19-data/WY/data/data.csv
% Tested Age [40-49],False,../../../covid19-data/WY/data/data.csv
% Tested Age [50-59],False,../../../covid19-data/WY/data/data.csv
% Tested Age [60-69],False,../../../covid19-data/WY/data/data.csv
% Tested Age [70-79],False,../../../covid19-data/WY/data/data.csv
% Tested Age [80+],False,../../../covid19-data/WY/data/data.csv
Total Cases,False,../../../covid19-data/WY/data/data.csv
Total Cases: Probable,False,../../../covid19-data/WY/data/data.csv
Total Tested: WPHL Lab,True,../../../covid19-data/WY/data/data.csv
Unknown,True,../../../covid19-data/WY/data/data.csv
Commercial Lab Tested: Positive,False,../../../covid19-data/WY/data/dataV1.csv
Total Tested: Commercial Lab,False,../../../covid19-data/WY/data/dataV1.csv
County Count,False,../../../covid19-data/WY/data/dataV1.csv
Total Deaths,False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [0-17],False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [18-29],False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [30-39],False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [40-49],False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [50-59],False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [60-69],False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [70-79],False,../../../covid19-data/WY/data/dataV1.csv
% Cases Age [80+],False,../../../covid19-data/WY/data/dataV1.csv
% Exposure: Contact with a known COVID Case,False,../../../covid19-data/WY/data/dataV1.csv
% Cases Exposed: Domestic Travel,False,../../../covid19-data/WY/data/dataV1.csv
% Cases Exposed: InternationalTravel,False,../../../covid19-data/WY/data/dataV1.csv
% Cases Exposed: Unknown,False,../../../covid19-data/WY/data/dataV1.csv
% Total Cases: Female,False,../../../covid19-data/WY/data/dataV1.csv
% Total Cases: Male,False,../../../covid19-data/WY/data/dataV1.csv
% Not Hospitalized,False,../../../covid19-data/WY/data/dataV1.csv
% Unknown Hospitalized,False,../../../covid19-data/WY/data/dataV1.csv
% Hospitalized,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: AbdominalPain,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: Chills,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: Cough,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: Diarrhea,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: Fever,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: Headache,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: MuscleAches,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: NauseaOrVomiting,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: RunnyNose,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: ShortnessOfBreath,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: SoreThroat,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: No,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: Unknown,False,../../../covid19-data/WY/data/dataV1.csv
% Symptom: Yes,False,../../../covid19-data/WY/data/dataV1.csv
Total Recovered,False,../../../covid19-data/WY/data/dataV1.csv
Scrape Time,False,../../../covid19-data/WY/data/dataV1.csv
Total Cases,False,../../../covid19-data/WY/data/dataV1.csv
WPHL Tested: Positive,False,../../../covid19-data/WY/data/dataV1.csv
Total Tested: WPHL Lab,False,../../../covid19-data/WY/data/dataV1.csv
Commercial Lab Tested: Positive,False,../../../covid19-data/WY/data/dataV2.csv
Total Tested: Commercial Lab,False,../../../covid19-data/WY/data/dataV2.csv
County Count,False,../../../covid19-data/WY/data/dataV2.csv
Total Deaths,False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [0-17],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [18-29],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [30-39],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [40-49],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [50-59],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [60-69],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [70-79],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Age [80+],False,../../../covid19-data/WY/data/dataV2.csv
% Cases Exposed: Community Acquired,False,../../../covid19-data/WY/data/dataV2.csv
% Exposure: Contact with a known COVID Case,False,../../../covid19-data/WY/data/dataV2.csv
% Cases Exposed: Domestic Travel,False,../../../covid19-data/WY/data/dataV2.csv
% Cases Exposed: InternationalTravel,False,../../../covid19-data/WY/data/dataV2.csv
% Cases Exposed: Pending,False,../../../covid19-data/WY/data/dataV2.csv
% Cases Exposed: Unknown,False,../../../covid19-data/WY/data/dataV2.csv
% Total Cases: Female,False,../../../covid19-data/WY/data/dataV2.csv
% Total Cases: Male,False,../../../covid19-data/WY/data/dataV2.csv
% Not Hospitalized,False,../../../covid19-data/WY/data/dataV2.csv
% Unknown Hospitalized,False,../../../covid19-data/WY/data/dataV2.csv
% Hospitalized,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: AbdominalPain,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: Chills,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: Cough,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: Diarrhea,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: Fever,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: Headache,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: MuscleAches,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: NauseaOrVomiting,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: RunnyNose,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: ShortnessOfBreath,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: SoreThroat,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: No,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: Unknown,False,../../../covid19-data/WY/data/dataV2.csv
% Symptom: Yes,False,../../../covid19-data/WY/data/dataV2.csv
Total Recovered,False,../../../covid19-data/WY/data/dataV2.csv
Scrape Time,False,../../../covid19-data/WY/data/dataV2.csv
Total Cases,False,../../../covid19-data/WY/data/dataV2.csv
WPHL Tested: Positive,False,../../../covid19-data/WY/data/dataV2.csv
Total Tested: WPHL Lab,False,../../../covid19-data/WY/data/dataV2.csv
Commercial Lab Tested: Positive,False,../../../covid19-data/WY/data/dataV3.csv
Total Tested: Commercial Lab,False,../../../covid19-data/WY/data/dataV3.csv
County Count,False,../../../covid19-data/WY/data/dataV3.csv
Total Deaths,False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [0-17],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [18-29],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [30-39],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [40-49],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [50-59],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [60-69],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [70-79],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Age [80+],False,../../../covid19-data/WY/data/dataV3.csv
% Cases Exposed: Community Acquired,False,../../../covid19-data/WY/data/dataV3.csv
% Exposure: Contact with a known COVID Case,False,../../../covid19-data/WY/data/dataV3.csv
% Cases Exposed: Domestic Travel,False,../../../covid19-data/WY/data/dataV3.csv
% Cases Exposed: InternationalTravel,False,../../../covid19-data/WY/data/dataV3.csv
% Cases Exposed: Other,False,../../../covid19-data/WY/data/dataV3.csv
% Cases Exposed: Pending,False,../../../covid19-data/WY/data/dataV3.csv
% Cases Exposed: Unknown,False,../../../covid19-data/WY/data/dataV3.csv
% Total Cases: Female,False,../../../covid19-data/WY/data/dataV3.csv
% Total Cases: Male,False,../../../covid19-data/WY/data/dataV3.csv
% Not Hospitalized,False,../../../covid19-data/WY/data/dataV3.csv
% Unknown Hospitalized,False,../../../covid19-data/WY/data/dataV3.csv
% Hospitalized,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: AbdominalPain,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: Chills,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: Cough,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: Diarrhea,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: Fever,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: Headache,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: MuscleAches,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: NauseaOrVomiting,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: RunnyNose,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: ShortnessOfBreath,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: SoreThroat,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: No,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: Unknown,False,../../../covid19-data/WY/data/dataV3.csv
% Symptom: Yes,False,../../../covid19-data/WY/data/dataV3.csv
Total Recovered,False,../../../covid19-data/WY/data/dataV3.csv
Scrape Time,False,../../../covid19-data/WY/data/dataV3.csv
Total Cases,False,../../../covid19-data/WY/data/dataV3.csv
WPHL Tested: Positive,False,../../../covid19-data/WY/data/dataV3.csv
Total Tested: WPHL Lab,False,../../../covid19-data/WY/data/dataV3.csv
Commercial Lab Tested: Positive,False,../../../covid19-data/WY/data/dataV4.csv
Total Tested: Commercial Lab,False,../../../covid19-data/WY/data/dataV4.csv
County Count,False,../../../covid19-data/WY/data/dataV4.csv
Total Deaths,False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [0-17],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [18-29],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [30-39],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [40-49],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [50-59],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [60-69],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [70-79],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Age [80+],False,../../../covid19-data/WY/data/dataV4.csv
% Cases Exposed: Community Acquired,False,../../../covid19-data/WY/data/dataV4.csv
% Exposure: Contact with a known COVID Case,False,../../../covid19-data/WY/data/dataV4.csv
