Establishment Category,Establishment Details,Establishment Status,Report Date,State,State Status
Entertainment,"Libraries for curbside pickup; Casinos; Playgrounds, water parks, amusement parks; Museums, libraries, aquariums; Bowling alleys, batting cages, shooting ranges",Open,"Aug. 20, 2020",NJ,Pausing
Outdoor and recreation,Golf courses; Beaches; Campgrounds; Gyms for personal training; Pools,Open,"Aug. 20, 2020",NJ,Pausing
Industries,Construction,Open,"Aug. 20, 2020",NJ,Pausing
Food and drink,"Breweries, wineries and distilleries",Closed,"Aug. 20, 2020",NJ,Pausing
Entertainment,Movie theaters,Closed,"Aug. 20, 2020",NJ,Pausing
Retail,Retail stores; Malls,Reopened,"Aug. 20, 2020",NJ,Pausing
Food and drink,Outdoor dining at restaurants,Reopened,"Aug. 20, 2020",NJ,Pausing
Personal care,"Hair salons, barbershops; Nail salons, tattoo parlors, spas, massage therapy, tanning salons",Reopened,"Aug. 20, 2020",NJ,Pausing
Houses of worship,,Reopened,"Aug. 20, 2020",NJ,Pausing
Entertainment,"Libraries for curbside pickup; Casinos; Playgrounds, water parks, amusement parks; Museums, libraries, aquariums; Bowling alleys, batting cages, shooting ranges",Reopened,"Aug. 20, 2020",NJ,Pausing
Outdoor and recreation,Golf courses; Beaches; Campgrounds; Gyms for personal training; Pools,Reopened,"Aug. 20, 2020",NJ,Pausing
Industries,Construction,Reopened,"Aug. 20, 2020",NJ,Pausing
Retail,Retail stores,Open,"Aug. 20, 2020",NC,Pausing
Food and drink,Restaurant dining,Open,"Aug. 20, 2020",NC,Pausing
Personal care,"Salons, barbershops, tattoo parlors",Open,"Aug. 20, 2020",NC,Pausing
Houses of worship,,Open,"Aug. 20, 2020",NC,Pausing
Outdoor and recreation,Pools,Open,"Aug. 20, 2020",NC,Pausing
Food and drink,Bars,Closed,"Aug. 20, 2020",NC,Pausing
Entertainment,Movie theaters; Bowling alleys,Closed,"Aug. 20, 2020",NC,Pausing
Outdoor and recreation,Gyms,Closed,"Aug. 20, 2020",NC,Pausing
Retail,Retail stores,Reopened,"Aug. 20, 2020",NC,Pausing
Food and drink,Restaurant dining,Reopened,"Aug. 20, 2020",NC,Pausing
Personal care,"Salons, barbershops, tattoo parlors",Reopened,"Aug. 20, 2020",NC,Pausing
Houses of worship,,Reopened,"Aug. 20, 2020",NC,Pausing
Outdoor and recreation,Pools,Reopened,"Aug. 20, 2020",NC,Pausing
Retail,Retail stores,Open,"Aug. 20, 2020",RI,Pausing
Food and drink,Restaurant dining,Open,"Aug. 20, 2020",RI,Pausing
Personal care,"Hair salons, barbershops; Nail salons, massage parlors, tattoo shops",Open,"Aug. 20, 2020",RI,Pausing
Houses of worship,,Open,"Aug. 20, 2020",RI,Pausing
Outdoor and recreation,State parks; Beaches; Gyms; Casinos; Campgrounds,Open,"Aug. 20, 2020",RI,Pausing
Industries,Offices; Malls,Open,"Aug. 20, 2020",RI,Pausing
Retail,Retail stores,Reopened,"Aug. 20, 2020",RI,Pausing
Food and drink,Restaurant dining,Reopened,"Aug. 20, 2020",RI,Pausing
Personal care,"Hair salons, barbershops; Nail salons, massage parlors, tattoo shops",Reopened,"Aug. 20, 2020",RI,Pausing
Houses of worship,,Reopened,"Aug. 20, 2020",RI,Pausing
Outdoor and recreation,State parks; Beaches; Gyms; Casinos; Campgrounds,Reopened,"Aug. 20, 2020",RI,Pausing
Industries,Offices; Malls,Reopened,"Aug. 20, 2020",RI,Pausing
Retail,Retail stores,Open,"Aug. 20, 2020",WA,Pausing
Food and drink,Restaurant dining in most counties,Open,"Aug. 20, 2020",WA,Pausing
Personal care,"Gyms in most counties; Hair salons, barbershops, tattoo parlors, etc.; Pet grooming",Open,"Aug. 20, 2020",WA,Pausing
Houses of worship,,Open,"Aug. 20, 2020",WA,Pausing
Entertainment,Casinos,Open,"Aug. 20, 2020",WA,Pausing
Outdoor and recreation,"State parks, fishing, hunting, golf courses",Open,"Aug. 20, 2020",WA,Pausing
Industries,Construction,Open,"Aug. 20, 2020",WA,Pausing
Retail,Retail stores,Reopened,"Aug. 20, 2020",WA,Pausing
Food and drink,Restaurant dining in most counties,Reopened,"Aug. 20, 2020",WA,Pausing
Personal care,"Gyms in most counties; Hair salons, barbershops, tattoo parlors, etc.; Pet grooming",Reopened,"Aug. 20, 2020",WA,Pausing
Houses of worship,,Reopened,"Aug. 20, 2020",WA,Pausing
Entertainment,Casinos,Reopened,"Aug. 20, 2020",WA,Pausing
Outdoor and recreation,"State parks, fishing, hunting, golf courses",Reopened,"Aug. 20, 2020",WA,Pausing
Industries,Construction,Reopened,"Aug. 20, 2020",WA,Pausing
Retail,Retail stores,Open,"Aug. 20, 2020",AZ,Reversing
Food and drink,Restaurant dining,Open,"Aug. 20, 2020",AZ,Reversing
Personal care,"Barbershops, salons, etc.",Open,"Aug. 20, 2020",AZ,Reversing
Houses of worship,,Open,"Aug. 20, 2020",AZ,Reversing
Entertainment,Casinos,Open,"Aug. 20, 2020",AZ,Reversing
Outdoor and recreation,"Pools, spas",Open,"Aug. 20, 2020",AZ,Reversing
Food and drink,Bars,Closed,"Aug. 20, 2020",AZ,Reversing
Entertainment,Movie theaters,Closed,"Aug. 20, 2020",AZ,Reversing
Outdoor and recreation,Gyms; Waterparks,Closed,"Aug. 20, 2020",AZ,Reversing
Retail,Retail stores,Reopened,"Aug. 20, 2020",AZ,Reversing
Food and drink,Restaurant dining,Reopened,"Aug. 20, 2020",AZ,Reversing
Personal care,"Barbershops, salons, etc.",Reopened,"Aug. 20, 2020",AZ,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",AZ,Reversing
Entertainment,Casinos,Reopened,"Aug. 20, 2020",AZ,Reversing
Outdoor and recreation,"Pools, spas",Reopened,"Aug. 20, 2020",AZ,Reversing
Retail,Retail,Open,"Aug. 20, 2020",CA,Reversing
Food and drink,Outdoor dining,Open,"Aug. 20, 2020",CA,Reversing
Personal care,"Pet groomers; Hair salons and barbershops in some counties; Nail salons, cosmetology services, tattoo parlors, piercing shops in some counties; Hair salons and barbershops for outdoor service in most counties",Open,"Aug. 20, 2020",CA,Reversing
Houses of worship,Houses of worship in some counties,Open,"Aug. 20, 2020",CA,Reversing
Entertainment,Casinos in some areas; Zoos in some counties,Open,"Aug. 20, 2020",CA,Reversing
Outdoor and recreation,Gyms in some counties,Open,"Aug. 20, 2020",CA,Reversing
Industries,"Manufacturing; Warehouses; Offices in some counties; Movie, TV and music production",Open,"Aug. 20, 2020",CA,Reversing
Food and drink,Bars,Closed,"Aug. 20, 2020",CA,Reversing
Entertainment,"Movie theaters; Museums, galleries, and aquariums; Arcades and bowling alleys",Closed,"Aug. 20, 2020",CA,Reversing
Retail,Retail,Reopened,"Aug. 20, 2020",CA,Reversing
Food and drink,Outdoor dining,Reopened,"Aug. 20, 2020",CA,Reversing
Personal care,"Pet groomers; Hair salons and barbershops in some counties; Nail salons, cosmetology services, tattoo parlors, piercing shops in some counties; Hair salons and barbershops for outdoor service in most counties",Reopened,"Aug. 20, 2020",CA,Reversing
Houses of worship,Houses of worship in some counties,Reopened,"Aug. 20, 2020",CA,Reversing
Entertainment,Casinos in some areas; Zoos in some counties,Reopened,"Aug. 20, 2020",CA,Reversing
Outdoor and recreation,Gyms in some counties,Reopened,"Aug. 20, 2020",CA,Reversing
Industries,"Manufacturing; Warehouses; Offices in some counties; Movie, TV and music production",Reopened,"Aug. 20, 2020",CA,Reversing
Retail,Retail stores,Open,"Aug. 20, 2020",CO,Reversing
Food and drink,Restaurant dining,Open,"Aug. 20, 2020",CO,Reversing
Personal care,Salons and personal services,Open,"Aug. 20, 2020",CO,Reversing
Houses of worship,,Open,"Aug. 20, 2020",CO,Reversing
Entertainment,"Museums, indoor events; Fairs, rodeos, concerts, outdoor events; Libraries",Open,"Aug. 20, 2020",CO,Reversing
Outdoor and recreation,"Campgrounds; Pools, playgrounds; Gyms",Open,"Aug. 20, 2020",CO,Reversing
Industries,Offices; Manufacturing,Open,"Aug. 20, 2020",CO,Reversing
Food and drink,Bars,Closed,"Aug. 20, 2020",CO,Reversing
Entertainment,Casinos,Closed,"Aug. 20, 2020",CO,Reversing
Retail,Retail stores,Reopened,"Aug. 20, 2020",CO,Reversing
Food and drink,Restaurant dining,Reopened,"Aug. 20, 2020",CO,Reversing
Personal care,Salons and personal services,Reopened,"Aug. 20, 2020",CO,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",CO,Reversing
Entertainment,"Museums, indoor events; Fairs, rodeos, concerts, outdoor events; Libraries",Reopened,"Aug. 20, 2020",CO,Reversing
Outdoor and recreation,"Campgrounds; Pools, playgrounds; Gyms",Reopened,"Aug. 20, 2020",CO,Reversing
Industries,Offices; Manufacturing,Reopened,"Aug. 20, 2020",CO,Reversing
Retail,Retail stores,Open,"Aug. 20, 2020",FL,Reversing
Food and drink,Restaurant dining,Open,"Aug. 20, 2020",FL,Reversing
Personal care,"Salons; Tattoo parlors, massage therapy, tanning salons, acupuncture in most counties",Open,"Aug. 20, 2020",FL,Reversing
Houses of worship,,Open,"Aug. 20, 2020",FL,Reversing
Entertainment,"Sporting venues without spectators; Museums, libraries; Movie theaters, concert halls, bowling alleys in most counties",Open,"Aug. 20, 2020",FL,Reversing
Outdoor and recreation,"Beaches, trails; Gyms",Open,"Aug. 20, 2020",FL,Reversing
Food and drink,Bars,Closed,"Aug. 20, 2020",FL,Reversing
Retail,Retail stores,Reopened,"Aug. 20, 2020",FL,Reversing
Food and drink,Restaurant dining,Reopened,"Aug. 20, 2020",FL,Reversing
Personal care,"Salons; Tattoo parlors, massage therapy, tanning salons, acupuncture in most counties",Reopened,"Aug. 20, 2020",FL,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",FL,Reversing
Entertainment,"Sporting venues without spectators; Museums, libraries; Movie theaters, concert halls, bowling alleys in most counties",Reopened,"Aug. 20, 2020",FL,Reversing
Outdoor and recreation,"Beaches, trails; Gyms",Reopened,"Aug. 20, 2020",FL,Reversing
Retail,Retail stores,Open,"Aug. 20, 2020",HI,Reversing
Food and drink,Restaurant dining; Bars in some areas,Open,"Aug. 20, 2020",HI,Reversing
Personal care,Pet groomers; Nail salons in some areas; Tattoo parlors in some areas; Salons and barbershops,Open,"Aug. 20, 2020",HI,Reversing
Houses of worship,,Open,"Aug. 20, 2020",HI,Reversing
Entertainment,"Theaters in some areas; Arcades, bowling alleys, mini golf in some areas",Open,"Aug. 20, 2020",HI,Reversing
Outdoor and recreation,Beaches and parks in some areas; State parks in some areas; Pools and waterparks in some areas; Campgrounds in some areas; Gyms,Open,"Aug. 20, 2020",HI,Reversing
Industries,Construction in some areas; Offices in some areas,Open,"Aug. 20, 2020",HI,Reversing
Retail,Retail stores,Reopened,"Aug. 20, 2020",HI,Reversing
Food and drink,Restaurant dining; Bars in some areas,Reopened,"Aug. 20, 2020",HI,Reversing
Personal care,Pet groomers; Nail salons in some areas; Tattoo parlors in some areas; Salons and barbershops,Reopened,"Aug. 20, 2020",HI,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",HI,Reversing
Entertainment,"Theaters in some areas; Arcades, bowling alleys, mini golf in some areas",Reopened,"Aug. 20, 2020",HI,Reversing
Outdoor and recreation,Beaches and parks in some areas; State parks in some areas; Pools and waterparks in some areas; Campgrounds in some areas; Gyms,Reopened,"Aug. 20, 2020",HI,Reversing
Industries,Construction in some areas; Offices in some areas,Reopened,"Aug. 20, 2020",HI,Reversing
Retail,Retail stores,Open,"Aug. 20, 2020",IL,Reversing
Food and drink,Restaurant dining in some areas; Bars in some areas,Open,"Aug. 20, 2020",IL,Reversing
Personal care,"Pet grooming; Hair salons, barber shops, nail salons, spas, waxing centers, tattoo parlors",Open,"Aug. 20, 2020",IL,Reversing
Houses of worship,,Open,"Aug. 20, 2020",IL,Reversing
Entertainment,"Museums, zoos; Theaters; Casinos in some areas",Open,"Aug. 20, 2020",IL,Reversing
Outdoor and recreation,"State parks; limited fishing, boating, golf courses; Gyms",Open,"Aug. 20, 2020",IL,Reversing
Industries,Manufacturing; Offices,Open,"Aug. 20, 2020",IL,Reversing
Retail,Retail stores,Reopened,"Aug. 20, 2020",IL,Reversing
Food and drink,Restaurant dining in some areas; Bars in some areas,Reopened,"Aug. 20, 2020",IL,Reversing
Personal care,"Pet grooming; Hair salons, barber shops, nail salons, spas, waxing centers, tattoo parlors",Reopened,"Aug. 20, 2020",IL,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",IL,Reversing
Entertainment,"Museums, zoos; Theaters; Casinos in some areas",Reopened,"Aug. 20, 2020",IL,Reversing
Outdoor and recreation,"State parks; limited fishing, boating, golf courses; Gyms",Reopened,"Aug. 20, 2020",IL,Reversing
Industries,Manufacturing; Offices,Reopened,"Aug. 20, 2020",IL,Reversing
Retail,Malls,Open,"Aug. 20, 2020",LA,Reversing
Food and drink,Restaurant dining,Open,"Aug. 20, 2020",LA,Reversing
Personal care,"Salons and barbershops; Spas, tattoo parlors",Open,"Aug. 20, 2020",LA,Reversing
Houses of worship,,Open,"Aug. 20, 2020",LA,Reversing
Entertainment,"Movie theaters; Certain museums, zoos and aquariums; Casinos; Event centers",Open,"Aug. 20, 2020",LA,Reversing
Outdoor and recreation,"Gyms; State parks; Pools; Bowling alleys, skating rinks",Open,"Aug. 20, 2020",LA,Reversing
Food and drink,Bars,Closed,"Aug. 20, 2020",LA,Reversing
Outdoor and recreation,"Amusement parks, water parks and theme parks; Concert and music halls",Closed,"Aug. 20, 2020",LA,Reversing
Retail,Malls,Reopened,"Aug. 20, 2020",LA,Reversing
Food and drink,Restaurant dining,Reopened,"Aug. 20, 2020",LA,Reversing
Personal care,"Salons and barbershops; Spas, tattoo parlors",Reopened,"Aug. 20, 2020",LA,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",LA,Reversing
Entertainment,"Movie theaters; Certain museums, zoos and aquariums; Casinos; Event centers",Reopened,"Aug. 20, 2020",LA,Reversing
Outdoor and recreation,"Gyms; State parks; Pools; Bowling alleys, skating rinks",Reopened,"Aug. 20, 2020",LA,Reversing
Retail,Retail stores,Open,"Aug. 20, 2020",MI,Reversing
Food and drink,Bars for indoor service in certain counties; Restaurant dining; Bars for outdoor service,Open,"Aug. 20, 2020",MI,Reversing
Personal care,"Pet groomers; Hair salons, barbershops, nail salons, tattoo parlors",Open,"Aug. 20, 2020",MI,Reversing
Houses of worship,,Open,"Aug. 20, 2020",MI,Reversing
Entertainment,"Arcades, bowling alleys, theaters, night clubs and convention centers in some regions; Casinos",Open,"Aug. 20, 2020",MI,Reversing
Outdoor and recreation,"Golf courses, marinas; Pools; Gyms in some regions",Open,"Aug. 20, 2020",MI,Reversing
Industries,"Construction, real estate; Manufacturing, including auto companies; Offices",Open,"Aug. 20, 2020",MI,Reversing
Food and drink,Bars for indoor service,Closed,"Aug. 20, 2020",MI,Reversing
Outdoor and recreation,Gyms,Closed,"Aug. 20, 2020",MI,Reversing
Retail,Retail stores,Reopened,"Aug. 20, 2020",MI,Reversing
Food and drink,Bars for indoor service in certain counties; Restaurant dining; Bars for outdoor service,Reopened,"Aug. 20, 2020",MI,Reversing
Personal care,"Pet groomers; Hair salons, barbershops, nail salons, tattoo parlors",Reopened,"Aug. 20, 2020",MI,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",MI,Reversing
Entertainment,"Arcades, bowling alleys, theaters, night clubs and convention centers in some regions; Casinos",Reopened,"Aug. 20, 2020",MI,Reversing
Outdoor and recreation,"Golf courses, marinas; Pools; Gyms in some regions",Reopened,"Aug. 20, 2020",MI,Reversing
Industries,"Construction, real estate; Manufacturing, including auto companies; Offices",Reopened,"Aug. 20, 2020",MI,Reversing
Retail,Retail stores; Malls,Open,"Aug. 20, 2020",NV,Reversing
Food and drink,Restaurants; Bars in some counties,Open,"Aug. 20, 2020",NV,Reversing
Personal care,"Barbershops, hair salons and nail salons; Massage therapy; Tattoo and piercing shops",Open,"Aug. 20, 2020",NV,Reversing
Houses of worship,,Open,"Aug. 20, 2020",NV,Reversing
Entertainment,"Museums, art galleries, zoos and aquariums; Movie theaters, bowling alleys; Gaming",Open,"Aug. 20, 2020",NV,Reversing
Outdoor and recreation,"Golf courses, pickleball, tennis courts; State parks; Gyms; Pools and water parks",Open,"Aug. 20, 2020",NV,Reversing
Retail,Retail stores; Malls,Reopened,"Aug. 20, 2020",NV,Reversing
Food and drink,Restaurants; Bars in some counties,Reopened,"Aug. 20, 2020",NV,Reversing
Personal care,"Barbershops, hair salons and nail salons; Massage therapy; Tattoo and piercing shops",Reopened,"Aug. 20, 2020",NV,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",NV,Reversing
Entertainment,"Museums, art galleries, zoos and aquariums; Movie theaters, bowling alleys; Gaming",Reopened,"Aug. 20, 2020",NV,Reversing
Outdoor and recreation,"Golf courses, pickleball, tennis courts; State parks; Gyms; Pools and water parks",Reopened,"Aug. 20, 2020",NV,Reversing
Retail,Retail stores; Malls,Open,"Aug. 20, 2020",NM,Reversing
Personal care,"Pet grooming and boarding, veterinary services; Hair salons, barbershops, tattoo parlors, massage parlors, nail salons",Open,"Aug. 20, 2020",NM,Reversing
Houses of worship,,Open,"Aug. 20, 2020",NM,Reversing
Outdoor and recreation,"State parks; Golf courses, boating; Gyms, pools",Open,"Aug. 20, 2020",NM,Reversing
Industries,Offices,Open,"Aug. 20, 2020",NM,Reversing
Food and drink,Bars; Restaurant dining; Indoor service at breweries,Closed,"Aug. 20, 2020",NM,Reversing
Entertainment,Casinos; Theaters,Closed,"Aug. 20, 2020",NM,Reversing
Retail,Retail stores; Malls,Reopened,"Aug. 20, 2020",NM,Reversing
Personal care,"Pet grooming and boarding, veterinary services; Hair salons, barbershops, tattoo parlors, massage parlors, nail salons",Reopened,"Aug. 20, 2020",NM,Reversing
Houses of worship,,Reopened,"Aug. 20, 2020",NM,Reversing
Outdoor and recreation,"State parks; Golf courses, boating; Gyms, pools",Reopened,"Aug. 20, 2020",NM,Reversing
Industries,Offices,Reopened,"Aug. 20, 2020",NM,Reversing
Retail,Retail stores,Open,"Aug. 20, 2020",OR,Reversing
Food and drink,Restaurants and bars in most counties,Open,"Aug. 20, 2020",OR,Reversing
Personal care,"Salons, barbershops in most counties",Open,"Aug. 20, 2020",OR,Reversing
Houses of worship,Houses of worship in most counties,Open,"Aug. 20, 2020",OR,Reversing
Entertainment,"Movie theaters, bowling alleys in most counties",Open,"Aug. 20, 2020",OR,Reversing
Outdoor and recreation,Some state parks; Pools in most counties; Gyms in most counties,Open,"Aug. 20, 2020",OR,Reversing
Industries,Offices in most counties,Open,"Aug. 20, 2020",OR,Reversing
Retail,Retail stores,Reopened,"Aug. 20, 2020",OR,Reversing
Food and drink,Restaurants and bars in most counties,Reopened,"Aug. 20, 2020",OR,Reversing
Personal care,"Salons, barbershops in most counties",Reopened,"Aug. 20, 2020",OR,Reversing
Houses of worship,Houses of worship in most counties,Reopened,"Aug. 20, 2020",OR,Reversing
Entertainment,"Movie theaters, bowling alleys in most counties",Reopened,"Aug. 20, 2020",OR,Reversing
Outdoor and recreation,Some state parks; Pools in most counties; Gyms in most counties,Reopened,"Aug. 20, 2020",OR,Reversing
Industries,Offices in most counties,Reopened,"Aug. 20, 2020",OR,Reversing
Retail,Retail stores; Malls,Open,"Aug. 20, 2020",PR,Reversing
Food and drink,Restaurants,Open,"Aug. 20, 2020",PR,Reversing
Personal care,"Salons, barbershops; Pet grooming",Open,"Aug. 20, 2020",PR,Reversing
Houses of worship,,Open,"Aug. 20, 2020",PR,Reversing
